winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,tannic,sweet,acidic,link,img,full_name,wine_id
Chateau La Marzelle,Saint-Emilion Grand Cru (Grand Cru Classe) 2015,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.4,"₩175,072",175072.0,oaky,black fruit,0.8446325021915032,0.6712583136713378,0.15923266758039342,0.5490634299662286,https://www.vivino.com/scea-chateau-la-marzelle-saint-emilion-grand-cru-grand-cru-classe/w/1172667?year=2015&price_id=22871468,https://images.vivino.com/thumbs/VPHRaUsKRyWcQqBhhcPESQ_pb_x600.png,Château La Marzelle/Saint-Émilion Grand Cru (Grand Cru Classé) 2015,222
Montes,Purple Angel 2006,칠레,Colchagua Valley,Red wine,Blend,4.4,"₩79,780",79780.0,oaky,black fruit,0.9114671872733322,0.33711246464893563,0.2381142897887073,0.43825860166516195,https://www.vivino.com/montes-purple-angel/w/71274?year=2006&price_id=3202460,https://images.vivino.com/thumbs/Jc2MBqOzQTuU0Ulm7ESpYw_pb_x600.png,Montes/Purple Angel 2006,590
Amici,Reserve Cabernet Sauvignon 2018,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩300,000",300000.0,oaky,black fruit,1.0,0.6081768356394729,0.2548426198078005,0.5390416959240312,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2018&price_id=25130594,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png,Amici/Reserve Cabernet Sauvignon 2018,34
Chateau La Marzelle,Saint-Emilion Grand Cru (Grand Cru Classe) 2016,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.4,"₩175,072",175072.0,oaky,black fruit,0.8446325021915032,0.6712583136713378,0.15923266758039342,0.5490634299662286,https://www.vivino.com/scea-chateau-la-marzelle-saint-emilion-grand-cru-grand-cru-classe/w/1172667?year=2016&price_id=22871470,https://images.vivino.com/thumbs/VPHRaUsKRyWcQqBhhcPESQ_pb_x600.png,Château La Marzelle/Saint-Émilion Grand Cru (Grand Cru Classé) 2016,223
Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2012,미국,Rutherford,Red wine,Cabernet Sauvignon,4.4,"₩400,000",400000.0,oaky,black fruit,1.0,0.616382556359065,0.13300329575433956,0.560068211455512,https://www.vivino.com/freemark-abbey-sycamore-vineyard-cabernet-sauvignon/w/11299?year=2012&price_id=23467433,https://images.vivino.com/thumbs/D6S-l4mIQyyAh-beKCGOxw_pb_x600.png,Freemark Abbey/Sycamore Vineyard Cabernet Sauvignon 2012,381
Chimney Rock,Cabernet Sauvignon 2006,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,1.0,0.5727867175790765,0.07617213186186353,0.5656321262580667,https://www.vivino.com/chimney-rock-winery-cabernet-sauvignon/w/835?year=2006&price_id=25130672,https://images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,Chimney Rock/Cabernet Sauvignon 2006,161
Freemark Abbey,Bosche Vineyard Cabernet Sauvignon 2012,미국,Rutherford,Red wine,Blend,4.4,"₩400,000",400000.0,,,1.0,0.628141436679041,0.10163599344018127,0.5671341157588524,https://www.vivino.com/freemark-abbey-bosche-vineyard-cabernet-sauvignon/w/1679343?year=2012&price_id=23467424,https://images.vivino.com/thumbs/KWCVv7ILTNeTDO91bLawkg_pb_x600.png,Freemark Abbey/Bosché Vineyard Cabernet Sauvignon 2012,371
Chateau La Conseillante,Pomerol 2014,프랑스,Pomerol,Red wine,Merlot,4.4,"₩199,498",199498.0,black fruit,oaky,0.8254373236378942,0.6330990596137946,0.18546302971724646,0.5586317584511987,https://www.vivino.com/la-conseillante-pomerol/w/768733?year=2014&price_id=29936566,https://images.vivino.com/thumbs/BrbHdEB8TqK2N61pvLoQeQ_pb_x600.png,Château La Conseillante/Pomerol 2014,213
Buoncristiani,O.P.C Proprietary Red 2014,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩200,000",200000.0,oaky,black fruit,1.0,0.5727867175790765,0.14654361724883738,0.7119002240278195,https://www.vivino.com/buoncristiani-family-winery-o-p-c-proprietary-red/w/1795039?year=2014&price_id=26901922,https://images.vivino.com/thumbs/P-FZ_VPBSySqA21c4Yso8g_pb_x600.png,Buoncristiani/O.P.C Proprietary Red 2014,123
Stonyridge Vineyard,Larose Red Blend 2014,뉴질랜드,Waiheke Island,Red wine,Blend,4.4,"₩378,414",378414.0,black fruit,oaky,0.7693884646551084,0.6994153718733005,0.13546025684700885,0.7069100879392783,https://www.vivino.com/stonyridge-vineyard-larose-red-blend/w/1631901?year=2014&price_id=5137385,https://images.vivino.com/thumbs/zvZMN1UGTtyNk_LC4p9zPA_pb_x600.png,Stonyridge Vineyard/Larose Red Blend 2014,760
Stella di Campalto,Rosso di Montalcino 2014,이탈리아,Rosso di Montalcino,Red wine,Sangiovese,4.4,"₩220,000",220000.0,red fruit,earthy,0.40864254788328785,0.4459016345123652,0.2489086774993464,0.5221038552847159,https://www.vivino.com/stella-di-campalto-rosso-di-montalcino/w/2353692?year=2014&price_id=21493500,https://images.vivino.com/thumbs/EdCQkPbLQcedUdMfC7zBTg_pb_x600.png,Stella di Campalto/Rosso di Montalcino 2014,753
Chimney Rock,Elevage 2012,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2012&price_id=25130658,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2012,184
Mitolo,Savitar Shiraz 2005,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.4,"₩124,102",124102.0,black fruit,oaky,1.0,0.52316332891706,0.4855216561165556,0.4474898853111311,https://www.vivino.com/mitolo-savitar-shiraz/w/79011?year=2005&price_id=2804646,https://images.vivino.com/thumbs/zRLW7Yy5Siu7e76DDkOUPQ_pb_x600.png,Mitolo/Savitar Shiraz 2005,583
Amici,Reserve Cabernet Sauvignon 2014,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩300,000",300000.0,oaky,black fruit,1.0,0.6081768356394729,0.2548426198078005,0.5390416959240312,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2014&price_id=25130590,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png,Amici/Reserve Cabernet Sauvignon 2014,30
Podere le Ripi,Cielo d'Ulisse Brunello di Montalcino 2016,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.4,"₩200,000",200000.0,red fruit,earthy,0.49092873829485545,0.716697786901795,0.10073976216695847,0.719129300832581,https://www.vivino.com/podere-le-ripi-cielo-d-ulisse-brunello-di-montalcino-brunello-di-montalcino/w/6349308?year=2016&price_id=29630049,https://images.vivino.com/thumbs/w7gdfFXlQBmmWk82P2BtIg_pb_x600.png,Podere le Ripi/Cielo d'Ulisse Brunello di Montalcino 2016,656
Isole e Olena,Cepparello Red 2018,이탈리아,Toscana,Red wine,Sangiovese,4.4,"₩133,008",133008.0,oaky,red fruit,0.5686643421322722,0.46432324173127726,0.19748619506745996,0.4948527100678771,https://www.vivino.com/isole-e-olena-cepparello-red/w/77462?year=2018&price_id=29936540,https://images.vivino.com/thumbs/CbKbeMsQST2CRTVZRJJGag_pb_x600.png,Isole e Olena/Cepparello Red 2018,443
Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2013,미국,Rutherford,Red wine,Cabernet Sauvignon,4.4,"₩400,000",400000.0,oaky,black fruit,1.0,0.616382556359065,0.13300329575433956,0.560068211455512,https://www.vivino.com/freemark-abbey-sycamore-vineyard-cabernet-sauvignon/w/11299?year=2013&price_id=23467434,https://images.vivino.com/thumbs/D6S-l4mIQyyAh-beKCGOxw_pb_x600.png,Freemark Abbey/Sycamore Vineyard Cabernet Sauvignon 2013,382
Stonyridge Vineyard,Larose Red Blend 2010,뉴질랜드,Waiheke Island,Red wine,Blend,4.4,"₩411,321",411321.0,black fruit,oaky,0.7693884646551084,0.6994153718733005,0.13546025684700885,0.7069100879392783,https://www.vivino.com/stonyridge-vineyard-larose-red-blend/w/1631901?year=2010&price_id=18542751,https://images.vivino.com/thumbs/zvZMN1UGTtyNk_LC4p9zPA_pb_x600.png,Stonyridge Vineyard/Larose Red Blend 2010,756
Lan,Culmen Reserva Rioja 2001,스페인,Rioja,Red wine,Blend,4.4,"₩168,424",168424.0,oaky,black fruit,0.7755844967915076,0.7868561095628772,0.12643020685611972,0.7095235229210552,https://www.vivino.com/lan-culmen-reserva-rioja/w/88836?year=2001&price_id=10250476,https://images.vivino.com/thumbs/eyzAu-aCSJuV69OKW4mgEw_pb_x600.png,Lan/Culmen Reserva Rioja 2001,484
Hartford Court,Land's Edge Vineyard Pinot Noir 2017,미국,Sonoma Coast,Red wine,Pinot Noir,4.4,"₩240,000",240000.0,red fruit,oaky,0.504914393196734,0.10119357277492774,0.211783906261141,0.5577824589560972,https://www.vivino.com/hartford-court-land-s-edge-vineyard-pinot-noir/w/1411375?year=2017&price_id=23467464,https://images.vivino.com/thumbs/0BnMkVQiTyGVM1LvyliG3w_pb_x600.png,Hartford Court/Land's Edge Vineyard Pinot Noir 2017,434
Hartford Court,Land's Edge Vineyard Pinot Noir 2018,미국,Sonoma Coast,Red wine,Pinot Noir,4.4,"₩240,000",240000.0,red fruit,oaky,0.504914393196734,0.10119357277492774,0.211783906261141,0.5577824589560972,https://www.vivino.com/hartford-court-land-s-edge-vineyard-pinot-noir/w/1411375?year=2018&price_id=23467465,https://images.vivino.com/thumbs/0BnMkVQiTyGVM1LvyliG3w_pb_x600.png,Hartford Court/Land's Edge Vineyard Pinot Noir 2018,435
Konyari,Pava 2011,헝가리,Balaton,Red wine,Blend,4.4,"₩238,452",238452.0,oaky,black fruit,0.7596966511704734,0.912148092037297,0.22435491154543943,0.9135934730999431,https://www.vivino.com/konyari-pava/w/1503285?year=2011&price_id=9156616,https://images.vivino.com/thumbs/1375394078_66268_150x200.jpg,Konyári/Páva 2011,479
Amici,Reserve Cabernet Sauvignon 2013,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩300,000",300000.0,oaky,black fruit,1.0,0.6081768356394729,0.2548426198078005,0.5390416959240312,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2013&price_id=25130589,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png,Amici/Reserve Cabernet Sauvignon 2013,29
Contino,Rioja Gran Reserva 2017,스페인,Rioja,Red wine,Blend,4.4,"₩400,000",400000.0,oaky,black fruit,0.7192637155982042,0.638713965494119,0.1584497278625924,0.6736483097602568,https://www.vivino.com/contino-rioja-gran-reserva/w/1387012?year=2017&price_id=23467330,https://images.vivino.com/thumbs/iScU3kclS5-2E5fUsol7iw_pb_x600.png,Contino/Rioja Gran Reserva 2017,278
Amici,Reserve Cabernet Sauvignon 2015,미국,Napa Valley,Red wine,Blend,4.4,"₩300,000",300000.0,oaky,black fruit,1.0,0.6081768356394729,0.2548426198078005,0.5390416959240312,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2015&price_id=25130591,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png,Amici/Reserve Cabernet Sauvignon 2015,31
Chimney Rock,Cabernet Sauvignon 2017,미국,Stags Leap District,Red wine,Blend,4.4,"₩360,000",360000.0,oaky,black fruit,1.0,0.5727867175790765,0.07617213186186353,0.5656321262580667,https://www.vivino.com/chimney-rock-winery-cabernet-sauvignon/w/835?year=2017&price_id=25130683,https://images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,Chimney Rock/Cabernet Sauvignon 2017,172
Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2015,미국,Rutherford,Red wine,Cabernet Sauvignon,4.4,"₩400,000",400000.0,oaky,black fruit,1.0,0.616382556359065,0.13300329575433956,0.560068211455512,https://www.vivino.com/freemark-abbey-sycamore-vineyard-cabernet-sauvignon/w/11299?year=2015&price_id=23467436,https://images.vivino.com/thumbs/D6S-l4mIQyyAh-beKCGOxw_pb_x600.png,Freemark Abbey/Sycamore Vineyard Cabernet Sauvignon 2015,384
Argiano,Suolo 2013,이탈리아,Toscana,Red wine,Sangiovese,4.4,"₩212,745",212745.0,oaky,earthy,0.6191141330873301,0.5281813747234916,0.06194077149172496,0.48258802287089975,https://www.vivino.com/argiano-suolo/w/2888?year=2013&price_id=14650503,https://images.vivino.com/thumbs/mSEzQmXLQCehnN02tdYNmg_pb_x600.png,Argiano/Suolo 2013,61
Podere le Ripi,Lupi e Sirene Riserva 2009,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.4,"₩350,000",350000.0,earthy,oaky,0.5619206713114352,0.7079615238942981,0.19230924633386942,0.7047219714448123,https://www.vivino.com/podere-le-ripi-lupi-e-sirene-riserva/w/2307317?year=2009&price_id=29630056,https://images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,Podere le Ripi/Lupi e Sirene Riserva 2009,659
Achaval-Ferrer,Finca Altamira Malbec 2004,아르헨티나,Paraje Altamira,Red wine,Malbec,4.4,"₩234,906",234906.0,black fruit,oaky,0.7629786890136977,0.3278368169820691,0.38619942482748787,0.3847714581870465,https://www.vivino.com/achaval-ferrer-finca-altamira-malbec/w/1176258?year=2004&price_id=2873772,https://images.vivino.com/thumbs/oHO7g_nFT2iceF1YABiQdA_pb_x600.png,Achaval-Ferrer/Finca Altamira Malbec 2004,4
Chimney Rock,Elevage 2009,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2009&price_id=25130655,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2009,181
Buoncristiani,O.P.C Proprietary Red 2015,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩200,000",200000.0,oaky,black fruit,1.0,0.5727867175790765,0.14654361724883738,0.7119002240278195,https://www.vivino.com/buoncristiani-family-winery-o-p-c-proprietary-red/w/1795039?year=2015&price_id=26901923,https://images.vivino.com/thumbs/P-FZ_VPBSySqA21c4Yso8g_pb_x600.png,Buoncristiani/O.P.C Proprietary Red 2015,124
Amisfield,RKV Reserve Pinot Noir 2016,뉴질랜드,Central Otago,Red wine,Pinot Noir,4.4,"₩105,292",105292.0,oaky,red fruit,0.2797071536915716,0.1398863165775306,0.15528707129445507,0.6388805296418898,https://www.vivino.com/amisfield-rkv-reserve-pinot-noir/w/2001541?year=2016&price_id=23864475,https://images.vivino.com/thumbs/2yXrEQQOSKmZTmVK9o6DDQ_pb_x600.png,Amisfield/RKV Reserve Pinot Noir 2016,37
Podere le Ripi,Lupi e Sirene Riserva 2013,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.4,"₩350,000",350000.0,earthy,oaky,0.5619206713114352,0.7079615238942981,0.19230924633386942,0.7047219714448123,https://www.vivino.com/podere-le-ripi-lupi-e-sirene-riserva/w/2307317?year=2013&price_id=29630060,https://images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png,Podere le Ripi/Lupi e Sirene Riserva 2013,663
Chimney Rock,Elevage 2004,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2004&price_id=25130650,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2004,176
Bodegas Bianchi,Enzo Bianchi Gran Cru 2002,아르헨티나,San Rafael,Red wine,Blend,4.4,"₩159,559",159559.0,oaky,black fruit,0.9983912323173096,0.6780831507138003,0.29499774209137797,0.6362162704383589,https://www.vivino.com/bodegas-bianchi-enzo-bianchi-gran-cru/w/13810?year=2002&price_id=2804773,https://images.vivino.com/thumbs/9WdKzfcRQOmbi9NVn1-g5g_pb_x600.png,Bodegas Bianchi/Enzo Bianchi Gran Cru 2002,101
Chimney Rock,Elevage 2005,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2005&price_id=25130651,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2005,177
Hardys,Eileen Hardy Shiraz 2007,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.4,"₩250,000",250000.0,oaky,black fruit,0.9909203276776464,0.5137064126351593,0.354850146169874,0.41968234861403686,https://www.vivino.com/hardys-eileen-hardy-shiraz/w/27514?year=2007&price_id=24542764,https://images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png,Hardys/Eileen Hardy Shiraz 2007,417
Hardys,Eileen Hardy Shiraz 2004,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.4,"₩250,000",250000.0,oaky,black fruit,0.9909203276776464,0.5137064126351593,0.354850146169874,0.41968234861403686,https://www.vivino.com/hardys-eileen-hardy-shiraz/w/27514?year=2004&price_id=24542762,https://images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png,Hardys/Eileen Hardy Shiraz 2004,415
Stag's Leap Wine Cellars,S.L.V. Cabernet Sauvignon 2006,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩292,525",292525.0,oaky,black fruit,0.9934005111884607,0.6064540469323602,0.15481271242166642,0.5661537432708061,https://www.vivino.com/stag-s-leap-wine-cellars-s-l-v-cabernet-sauvignon/w/1107342?year=2006&price_id=4483910,https://images.vivino.com/thumbs/XyLMK6b-QSKc1enAF0jJhQ_pb_x600.png,Stag's Leap Wine Cellars/S.L.V. Cabernet Sauvignon 2006,748
Clos Mogador,Manyetes 2002,스페인,Priorat,Red wine,Cariñena,4.4,"₩390,000",390000.0,black fruit,oaky,1.0,0.5950827572282702,0.38540321494497837,0.5925622763901428,https://www.vivino.com/clos-mogador-manyetes/w/1188549?year=2002&price_id=23466005,https://images.vivino.com/thumbs/L1aQIMTNTqO27_mh0MrgJQ_pb_x600.png,Clos Mogador/Manyetes 2002,257
Chimney Rock,Elevage 2007,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2007&price_id=25130653,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2007,179
Cloudy Bay,Te Wahi Pinot Noir 2018,뉴질랜드,Central Otago,Red wine,Pinot Noir,4.4,"₩114,012",114012.0,red fruit,oaky,0.2896987139850098,0.1914565006904418,0.19233796534704453,0.7101521382953824,https://www.vivino.com/cloudy-bay-te-wahi-pinot-noir/w/1419566?year=2018&price_id=26529439,https://images.vivino.com/thumbs/qPG7uCEpR_Oal3oAw_v1Cg_pb_x600.png,Cloudy Bay/Te Wahi Pinot Noir 2018,265
Chimney Rock,Elevage 2008,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.4,"₩360,000",360000.0,oaky,black fruit,0.997080946688955,0.6112392436235448,0.1008892990976288,0.6931781857090313,https://www.vivino.com/chimney-rock-winery-elevage/w/836?year=2008&price_id=25130654,https://images.vivino.com/thumbs/NlbQmg7IRIya0f46mh0WzQ_pb_x600.png,Chimney Rock/Elevage 2008,180
Kaesler,Old Vine Shiraz 2004,호주,Barossa Valley,Red wine,Shiraz/Syrah,4.4,"₩97,508",97508.0,black fruit,oaky,1.0,0.5518479819497722,0.5032640643939694,0.45199050389540907,https://www.vivino.com/kaesler-wines-and-vineyard-old-vine-shiraz/w/1627871?year=2004&price_id=14650552,https://images.vivino.com/thumbs/ltC8boNtS7m2JvR-l8AM4A_pb_x600.png,Kaesler/Old Vine Shiraz 2004,459
Buoncristiani,O.P.C Proprietary Red 2017,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.4,"₩200,000",200000.0,oaky,black fruit,1.0,0.5727867175790765,0.14654361724883738,0.7119002240278195,https://www.vivino.com/buoncristiani-family-winery-o-p-c-proprietary-red/w/1795039?year=2017&price_id=26901925,https://images.vivino.com/thumbs/P-FZ_VPBSySqA21c4Yso8g_pb_x600.png,Buoncristiani/O.P.C Proprietary Red 2017,126
St Hallett,Old Block Shiraz 2005,호주,Barossa,Red wine,Shiraz/Syrah,4.4,"₩132,966",132966.0,black fruit,oaky,0.9728735461805489,0.4826446354069185,0.38976454370439617,0.42682047681144875,https://www.vivino.com/st-hallett-old-block-shiraz/w/1784157?year=2005&price_id=2754564,https://images.vivino.com/thumbs/5Hj4Jo-KQvKc30hf203pTg_pb_x600.png,St Hallett/Old Block Shiraz 2005,742
Stonyridge Vineyard,Larose Red Blend 2015,뉴질랜드,Waiheke Island,Red wine,Blend,4.4,"₩378,414",378414.0,black fruit,oaky,0.7693884646551084,0.6994153718733005,0.13546025684700885,0.7069100879392783,https://www.vivino.com/stonyridge-vineyard-larose-red-blend/w/1631901?year=2015&price_id=9340655,https://images.vivino.com/thumbs/zvZMN1UGTtyNk_LC4p9zPA_pb_x600.png,Stonyridge Vineyard/Larose Red Blend 2015,761
Castello di Querceto,Colli Della Toscana Centrale Cignale 2006,이탈리아,Colli della Toscana Centrale,Red wine,Blend,4.4,"₩141,830",141830.0,oaky,black fruit,0.5762149263033896,0.4562545777693938,0.15702803767934528,0.5022315845788611,https://www.vivino.com/castello-di-querceto-colli-della-toscana-centrale-cignale/w/15627?year=2006&price_id=14550058,https://images.vivino.com/thumbs/fV9CLxEbQZ6QF_i7j1Ud3Q_pb_x600.png,Castello di Querceto/Colli Della Toscana Centrale Cignale 2006,142
Louis Latour,Chateau Corton Grancey Grand Cru 2017,프랑스,Corton Grand Cru,Red wine,Pinot Noir,4.4,"₩450,000",450000.0,red fruit,earthy,0.37041534410238025,0.19937926552315155,0.1584497278625924,0.7167820242752533,https://www.vivino.com/louis-latour-chateau-corton-grancey-grand-cru/w/7263?year=2017&price_id=21493478,https://images.vivino.com/thumbs/BdBkwIfAR3K29YosqtH3Ew_pb_x600.png,Louis Latour/Château Corton Grancey Grand Cru 2017,489
