winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,tannic,sweet,acidic,link,img,full_name,wine_id
Puriri Hills,Estate 2017,뉴질랜드,Auckland,Red wine,Blend,4.0,"₩40,302",40302.0,black fruit,oaky,0.6711638384438056,0.6692098309485948,0.1980621598282405,0.6973631591266258,https://www.vivino.com/puriri-hills-estate/w/1369553?year=2017&price_id=27196757,https://images.vivino.com/thumbs/JiBlTSQGRr2SK9b8Nud2GQ_pb_x600.png,Puriri Hills/Estate 2017,701
Quartz Reef,Bendigo Estate Pinot Noir 2019,뉴질랜드,Central Otago,Red wine,Pinot Noir,4.0,"₩74,854",74854.0,red fruit,earthy,0.3043850428618965,0.2524261256707307,0.18636916409846066,0.6883645969171097,https://www.vivino.com/quartz-reef-bendigo-estate-pinot-noir/w/1957132?year=2019&price_id=24659371,https://images.vivino.com/thumbs/L7bwvmAtQ0a0yGy2SzbvnQ_pb_x600.png,Quartz Reef/Bendigo Estate Pinot Noir 2019,703
Chateau Moulin de Blanchon,Haut-Medoc 2013,프랑스,Haut-Médoc,Red wine,Blend,4.0,"₩43,436",43436.0,black fruit,oaky,0.8690675585040635,0.8772310408502823,0.17825594384541646,0.7104838332163038,https://www.vivino.com/moulin-de-blanchon-haut-medoc/w/1111886?year=2013&price_id=14549918,https://images.vivino.com/thumbs/dgMyepKuQJi0Tiu8WcZWCg_pb_x600.png,Château Moulin de Blanchon/Haut-Médoc 2013,233
Luigi Bosca,Malbec 2013,아르헨티나,Mendoza,Red wine,Malbec,3.9,"₩47,868",47868.0,oaky,black fruit,0.7273505556635516,0.3046226444290848,0.4044924459092242,0.3409583040759688,https://www.vivino.com/luigi-bosca-malbec-mendoza-red-wine/w/2141966?year=2013&price_id=14650410,https://images.vivino.com/thumbs/F7zv69HZS9OHt0UPrc6GRQ_pb_x600.png,Luigi Bosca/Malbec 2013,498
Antinori,Peppoli Chianti Classico 2016,이탈리아,Chianti Classico,Red wine,Sangiovese,3.9,"₩60,000",60000.0,red fruit,oaky,0.48590386879538333,0.6435949545428419,0.09228013119637468,0.6923797104356839,https://www.vivino.com/antinori-tuscany-peppoli-chianti-classico/w/1655?year=2016&price_id=23986575,https://images.vivino.com/thumbs/MiqXK1CLRI2axf5EPkT62A_pb_x600.png,Antinori/Pèppoli Chianti Classico 2016,42
Antinori,Villa Antinori Chianti Classico Riserva 2013,이탈리아,Chianti Classico,Red wine,Blend,3.9,"₩60,000",60000.0,oaky,red fruit,0.5436740586084691,0.6588480453201011,0.1132770968840861,0.702438893904437,https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=2013&price_id=29015864,https://images.vivino.com/thumbs/_SapJlVIQHWqHJx3w1EbEQ_pb_x600.png,Antinori/Villa Antinori Chianti Classico Riserva 2013,53
Cune (CVNE),Reserva 2015,스페인,Rioja,Red wine,Tempranillo,3.9,"₩60,000",60000.0,oaky,black fruit,0.7193193647947752,0.7215802496790955,0.15378754268239545,0.6623305580633296,https://www.vivino.com/cune-cvne-reserva-rioja/w/49644?year=2015&price_id=24159840,https://images.vivino.com/thumbs/FKb86ppURUq5QFR4g4y_gA_pb_x600.png,Cune (CVNE)/Reserva 2015,288
Antinori,Villa Antinori Chianti Classico Riserva 2012,이탈리아,Chianti Classico,Red wine,Sangiovese,3.9,"₩60,000",60000.0,oaky,red fruit,0.5436740586084691,0.6588480453201011,0.1132770968840861,0.702438893904437,https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=2012&price_id=29015863,https://images.vivino.com/thumbs/2ZPao0FaRc-Jg_3Y-3Hi8g_pb_x600.png,Antinori/Villa Antinori Chianti Classico Riserva 2012,52
The Federalist,Cabernet Sauvignon 2016,미국,Lodi,Red wine,Cabernet Sauvignon,3.9,"₩150,000",150000.0,black fruit,oaky,0.9912390458034623,0.5685806962188544,0.2311682498435309,0.431163272812385,https://www.vivino.com/federalist-cabernet-sauvignon/w/3048981?year=2016&price_id=21493534,https://images.vivino.com/thumbs/KIchZcZMSt6ksl1XMemvtg_pb_x600.png,The Federalist/Cabernet Sauvignon 2016,797
Marques de Caceres,Rioja Reserva 2014,스페인,Rioja,Red wine,Blend,3.9,"₩57,619",57619.0,oaky,black fruit,0.7547071947960919,0.78261766617395,0.14418707367120098,0.6916588089744876,https://www.vivino.com/marques-de-caceres-rioja-reserva/w/10249?year=2014&price_id=19160024,https://images.vivino.com/thumbs/6YHUPfhbQViMH_4g4_ZEcg_pb_x600.png,Marqués de Cáceres/Rioja Reserva 2014,521
Vanita,Nero d'Avola (Organico) 2017,이탈리아,Terre Siciliane,Red wine,Nero d'Avola,3.9,"₩43,436",43436.0,oaky,red fruit,0.8861493323424403,0.35680000471593143,0.5804053144038726,0.22426187848998563,https://www.vivino.com/vanita-nero-d-avola-organico/w/4995914?year=2017&price_id=19281715,https://images.vivino.com/thumbs/ftRsXhCyQUGtvxtGi1qUAQ_pb_x600.png,Vanitá/Nero d'Avola (Organico) 2017,809
Domaine Lafage,Bastide Miraflors Vieilles Vignes Syrah - Grenache 2016,프랑스,Côtes Catalanes,Red wine,Blend,3.9,"₩32,000",32000.0,black fruit,oaky,0.751747669342086,0.6171253155621316,0.134172060559486,0.6955709365700338,https://www.vivino.com/domaine-lafage-bastide-miraflors-vieilles-vignes-syrah-grenache/w/2347332?year=2016&price_id=24542775,https://images.vivino.com/thumbs/k3FEAgoCS8GTlOA36BGNlQ_pb_x600.png,Domaine Lafage/Bastide Miraflors Vieilles Vignes Syrah - Grenache 2016,305
Izadi,Crianza 2016,스페인,Rioja,Red wine,Tempranillo,3.9,"₩60,000",60000.0,oaky,black fruit,0.6964589277942821,0.6923164213154206,0.22884300008714736,0.6513752633162804,https://www.vivino.com/izadi-crianza/w/77812?year=2016&price_id=21493613,https://images.vivino.com/thumbs/3RMb1II-QcGda4gky47NxA_pb_x600.png,Izadi/Crianza 2016,444
Kendall-Jackson,Vintner's Reserve Cabernet Sauvignon 2018,미국,Sonoma County,Red wine,Cabernet Sauvignon,3.9,"₩70,000",70000.0,oaky,black fruit,1.0,0.6106070140637917,0.16211288750861572,0.45522051693583443,https://www.vivino.com/kendall-jackson-vintner-s-reserve-cabernet-sauvignon/w/2140?year=2018&price_id=21493633,https://images.vivino.com/thumbs/JXylxwXCSRGvATddzM_qCQ_pb_x600.png,Kendall-Jackson/Vintner's Reserve Cabernet Sauvignon 2018,476
Mascota Vineyards,La Mascota Malbec 2018,아르헨티나,Mendoza,Red wine,Malbec,3.9,"₩60,000",60000.0,oaky,black fruit,0.7361671590566601,0.2950316188466305,0.41188214509241583,0.35594208713679065,https://www.vivino.com/mascota-vineyards-la-mascota-malbec/w/2155557?year=2018&price_id=21493654,https://images.vivino.com/thumbs/Adnq2WY6SuK92kez7hUaVg_pb_x600.png,Mascota Vineyards/La Mascota Malbec 2018,534
Beaulieu Vineyard (BV),Napa Valley Cabernet Sauvignon 2016,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩150,000",150000.0,oaky,black fruit,1.0,0.5988967667868738,0.1900774819169248,0.5637716922459625,https://www.vivino.com/beaulieu-vineyard-napa-valley-cabernet-sauvignon/w/1133793?year=2016&price_id=21493531,https://images.vivino.com/thumbs/yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png,Beaulieu Vineyard (BV)/Napa Valley Cabernet Sauvignon 2016,80
Castello Nipozzano,Chianti Rufina Riserva 2017,이탈리아,Chianti Rùfina,Red wine,Sangiovese,3.9,"₩72,245",72245.0,oaky,red fruit,0.5092550305292757,0.6785871658873097,0.08558622438065963,0.719129300832581,https://www.vivino.com/castello-nipozzano-chianti-rufina-riserva/w/20983?year=2017&price_id=24449298,https://images.vivino.com/thumbs/fuF2iwkhTiSZSD2UnKSHTA_pb_x600.png,Castello Nipozzano/Chianti Rùfina Riserva 2017,141
Gran Passione,Rosso Veneto 2013,이탈리아,Veneto,Red wine,Merlot,3.9,"₩80,000",80000.0,oaky,black fruit,0.7751544802725495,0.3546645720071151,0.4073841534427165,0.16799277761059284,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2013&price_id=24530122,https://images.vivino.com/thumbs/HxKpjoDIS1-eK5GEVYhGtg_pb_x600.png,Gran Passione/Rosso Veneto 2013,401
Izadi,Rioja Reserva 2015,스페인,Rioja,Red wine,Tempranillo,3.9,"₩42,106",42106.0,oaky,earthy,0.7133168400919072,0.7119332224106957,0.1980621598282405,0.6541879827465141,https://www.vivino.com/izadi-rioja-reserva/w/77813?year=2015&price_id=24485778,https://images.vivino.com/thumbs/Aw-8cAlzTfG1qWdK4n96KQ_pb_x600.png,Izadi/Rioja Reserva 2015,447
BenMarco,Malbec 2016,아르헨티나,Uco Valley,Red wine,Malbec,3.9,"₩50,000",50000.0,black fruit,oaky,0.7344015618199968,0.2658016862402383,0.396124319656481,0.3316668338516066,https://www.vivino.com/benmarco-malbec/w/86730?year=2016&price_id=25359751,https://images.vivino.com/thumbs/LEzF-JHmTtaOQ6G-r5pKNA_pb_x600.png,BenMarco/Malbec 2016,90
Izadi,Crianza 2017,스페인,Rioja,Red wine,Tempranillo,3.9,"₩60,000",60000.0,oaky,black fruit,0.6964589277942821,0.6923164213154206,0.22884300008714736,0.6513752633162804,https://www.vivino.com/izadi-crianza/w/77812?year=2017&price_id=23467475,https://images.vivino.com/thumbs/3RMb1II-QcGda4gky47NxA_pb_x600.png,Izadi/Crianza 2017,445
Susana Balbo,Signature Malbec 2017,아르헨티나,Uco Valley,Red wine,Malbec,3.9,"₩80,000",80000.0,black fruit,oaky,0.7343648839404386,0.3048053867726965,0.4324251523098009,0.34463503527602235,https://www.vivino.com/susana-balbo-signature-malbec/w/86737?year=2017&price_id=21493587,https://images.vivino.com/thumbs/NxzUz8kyTNiXDT9jTBEbRw_pb_x600.png,Susana Balbo/Signature Malbec 2017,767
Vietti,Perbacco Nebbiolo 2016,이탈리아,Langhe,Red wine,Nebbiolo,3.9,"₩53,186",53186.0,red fruit,earthy,0.7122367397766418,0.9999999999999999,0.0416891137114472,1.0,https://www.vivino.com/vietti-perbacco-nebbiolo-langhe/w/77446?year=2016&price_id=23905357,https://images.vivino.com/thumbs/ODoLBrs_QdSsLd9CikSZVw_pb_x600.png,Vietti/Perbacco Nebbiolo 2016,811
Prunotto,Barolo 2010,이탈리아,Barolo,Red wine,Nebbiolo,3.9,"₩150,000",150000.0,red fruit,earthy,0.676626312989041,0.9049430330218361,0.0901166982245708,0.9576580733607516,https://www.vivino.com/prunotto-barolo/w/61134?year=2010&price_id=23467535,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto/Barolo 2010,682
Prunotto,Barolo 2012,이탈리아,Barolo,Red wine,Nebbiolo,3.9,"₩150,000",150000.0,red fruit,earthy,0.676626312989041,0.9049430330218361,0.0901166982245708,0.9576580733607516,https://www.vivino.com/prunotto-barolo/w/61134?year=2012&price_id=23467537,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto/Barolo 2012,683
Beaulieu Vineyard (BV),Napa Valley Cabernet Sauvignon 2015,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩60,000",60000.0,oaky,black fruit,1.0,0.5988967667868738,0.1900774819169248,0.5637716922459625,https://www.vivino.com/beaulieu-vineyard-napa-valley-cabernet-sauvignon/w/1133793?year=2015&price_id=23465986,https://images.vivino.com/thumbs/yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png,Beaulieu Vineyard (BV)/Napa Valley Cabernet Sauvignon 2015,79
Prunotto,Barolo 2014,이탈리아,Barolo,Red wine,Nebbiolo,3.9,"₩150,000",150000.0,red fruit,earthy,0.676626312989041,0.9049430330218361,0.0901166982245708,0.9576580733607516,https://www.vivino.com/prunotto-barolo/w/61134?year=2014&price_id=23467539,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto/Barolo 2014,685
Beaulieu Vineyard (BV),Napa Valley Cabernet Sauvignon 2014,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩150,000",150000.0,oaky,black fruit,1.0,0.5988967667868738,0.1900774819169248,0.5637716922459625,https://www.vivino.com/beaulieu-vineyard-napa-valley-cabernet-sauvignon/w/1133793?year=2014&price_id=23868212,https://images.vivino.com/thumbs/yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png,Beaulieu Vineyard (BV)/Napa Valley Cabernet Sauvignon 2014,78
Kaiken,Ultra Malbec 2013,아르헨티나,Mendoza,Red wine,Malbec,3.9,"₩48,754",48754.0,oaky,black fruit,0.7659015365881452,0.27494027714939623,0.3496094214208187,0.3337599893001639,https://www.vivino.com/kaiken-ultra-malbec/w/71474?year=2013&price_id=8602427,https://images.vivino.com/thumbs/8K8jo9GJRqa_1N9FzlkaNw_pb_x600.png,Kaiken/Ultra Malbec 2013,464
Kendall-Jackson,Grand Reserve Cabernet Sauvignon 2013,미국,Sonoma County,Red wine,Cabernet Sauvignon,3.9,"₩176,000",176000.0,oaky,black fruit,1.0,0.6241859491769961,0.11483941120081126,0.44435884575517437,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2013&price_id=21723291,https://images.vivino.com/thumbs/y35eEPuaQJuA0Ly5A3OMrw_pb_x600.png,Kendall-Jackson/Grand Reserve Cabernet Sauvignon 2013,471
Prunotto,Barbaresco 2015,이탈리아,Barbaresco,Red wine,Nebbiolo,3.9,"₩120,000",120000.0,red fruit,oaky,0.6543691638695568,0.8171043886163307,0.04909485592958494,0.9926184505299762,https://www.vivino.com/prunotto-barbaresco/w/61144?year=2015&price_id=23467531,https://images.vivino.com/thumbs/R6Z8wBpDSjezE_5Jz-T2fQ_pb_x600.png,Prunotto/Barbaresco 2015,679
BenMarco,Malbec 2014,아르헨티나,Uco Valley,Red wine,Malbec,3.9,"₩50,000",50000.0,black fruit,oaky,0.7344015618199968,0.2658016862402383,0.396124319656481,0.3316668338516066,https://www.vivino.com/benmarco-malbec/w/86730?year=2014&price_id=25359749,https://images.vivino.com/thumbs/LEzF-JHmTtaOQ6G-r5pKNA_pb_x600.png,BenMarco/Malbec 2014,88
Domaine Lafage,Bastide Miraflors Vieilles Vignes Syrah - Grenache 2018,프랑스,Côtes Catalanes,Red wine,Blend,3.9,"₩32,000",32000.0,black fruit,oaky,0.751747669342086,0.6171253155621316,0.134172060559486,0.6955709365700338,https://www.vivino.com/domaine-lafage-bastide-miraflors-vieilles-vignes-syrah-grenache/w/2347332?year=2018&price_id=24542777,https://images.vivino.com/thumbs/k3FEAgoCS8GTlOA36BGNlQ_pb_x600.png,Domaine Lafage/Bastide Miraflors Vieilles Vignes Syrah - Grenache 2018,306
Kendall-Jackson,Vintner's Reserve Zinfandel 2018,미국,Mendocino County,Red wine,Blend,3.9,"₩65,000",65000.0,oaky,black fruit,1.0,0.2951008840897736,0.6166348446796543,0.06357575149630523,https://www.vivino.com/kendall-jackson-vintner-s-reserve-zinfandel/w/2141?year=2018&price_id=21493651,https://images.vivino.com/thumbs/a1OWZHOoTJCE72VWnWpw3Q_pb_x600.png,Kendall-Jackson/Vintner's Reserve Zinfandel 2018,477
Prunotto,Barolo 2009,이탈리아,Barolo,Red wine,Nebbiolo,3.9,"₩150,000",150000.0,red fruit,earthy,0.676626312989041,0.9049430330218361,0.0901166982245708,0.9576580733607516,https://www.vivino.com/prunotto-barolo/w/61134?year=2009&price_id=23467534,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto/Barolo 2009,681
Wente Vineyards,Riva Ranch Pinot Noir (Reliz Creek) 2014,미국,Arroyo Seco,Red wine,Pinot Noir,3.9,"₩61,164",61164.0,,,0.4911500703266721,0.14742591198008698,0.17821811397288925,0.5774701574882134,https://www.vivino.com/wente-vineyards-riva-ranch-pinot-noir-reliz-creek/w/4426980?year=2014&price_id=17899580,https://images.vivino.com/thumbs/0jkQEkP-QW6Fr6uRfopMXQ_pb_x600.png,Wente Vineyards/Riva Ranch Pinot Noir (Reliz Creek) 2014,825
Gran Passione,Rosso Veneto 2012,이탈리아,Veneto,Red wine,Corvina,3.9,"₩80,000",80000.0,,,0.7751544802725495,0.3546645720071151,0.4073841534427165,0.16799277761059284,https://www.vivino.com/gran-passione-rosso-veneto/w/1479859?year=2012&price_id=24530121,https://images.vivino.com/thumbs/HxKpjoDIS1-eK5GEVYhGtg_pb_x600.png,Gran Passione/Rosso Veneto 2012,400
The Federalist,Honest Red Blend 2015,미국,North Coast,Red wine,Blend,3.9,"₩150,000",150000.0,oaky,black fruit,1.0,0.592686474561234,0.2127722364386839,0.6954639382084462,https://www.vivino.com/federalist-honest-red-blend-north-coast-red-wine/w/4648221?year=2015&price_id=29506013,https://images.vivino.com/thumbs/5szwDm_xQMCc9aa8r9K9rQ_pb_x600.png,The Federalist/Honest Red Blend 2015,798
Kendall-Jackson,Grand Reserve Cabernet Sauvignon 2012,미국,Sonoma County,Red wine,Cabernet Sauvignon,3.9,"₩176,000",176000.0,oaky,black fruit,1.0,0.6241859491769961,0.11483941120081126,0.44435884575517437,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2012&price_id=23467488,https://images.vivino.com/thumbs/y35eEPuaQJuA0Ly5A3OMrw_pb_x600.png,Kendall-Jackson/Grand Reserve Cabernet Sauvignon 2012,470
Finca Villacreces,Ribera del Duero 2015,스페인,Ribera del Duero,Red wine,Blend,3.9,"₩150,000",150000.0,oaky,black fruit,0.7606920129364145,0.6723385567186547,0.16136658929038292,0.6629671983147758,https://www.vivino.com/finca-villacreces-ribera-del-duero/w/96045?year=2015&price_id=23467411,https://images.vivino.com/thumbs/wC4ir1OYR-CNZqFhgx3KoA_pb_x600.png,Finca Villacreces/Ribera del Duero 2015,355
Antinori,Villa Antinori Chianti Classico Riserva 2010,이탈리아,Chianti Classico,Red wine,Blend,3.9,"₩60,000",60000.0,oaky,red fruit,0.5436740586084691,0.6588480453201011,0.1132770968840861,0.702438893904437,https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=2010&price_id=29015861,https://images.vivino.com/thumbs/2ZPao0FaRc-Jg_3Y-3Hi8g_pb_x600.png,Antinori/Villa Antinori Chianti Classico Riserva 2010,50
Avalon,Napa Valley Cabernet Sauvignon 2015,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩80,000",80000.0,oaky,black fruit,1.0,0.6371724454020403,0.13079351623713587,0.5903005985220852,https://www.vivino.com/avalon-winery-napa-valley-cabernet-sauvignon/w/77576?year=2015&price_id=23868198,https://images.vivino.com/thumbs/j0-pQCLWQcmwgShWUBXmxA_pb_x600.png,Avalon/Napa Valley Cabernet Sauvignon 2015,63
Kendall-Jackson,Grand Reserve Cabernet Sauvignon 2016,미국,Sonoma County,Red wine,Cabernet Sauvignon,3.9,"₩176,000",176000.0,oaky,black fruit,1.0,0.6241859491769961,0.11483941120081126,0.44435884575517437,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2016&price_id=21493544,https://images.vivino.com/thumbs/y35eEPuaQJuA0Ly5A3OMrw_pb_x600.png,Kendall-Jackson/Grand Reserve Cabernet Sauvignon 2016,474
Rhiannon,Red Blend 2015,미국,California,Red wine,Blend,3.9,"₩60,000",60000.0,oaky,red fruit,1.0,0.5580494318039468,0.38767498791820826,0.6885357942956498,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2015&price_id=24530232,https://images.vivino.com/thumbs/7cflqMfATUeb8FKLqaIEjQ_pb_x600.png,Rhiannon/Red Blend 2015,708
Escudo Rojo,Carmenere Reserva 2018,칠레,Maipo Valley,Red wine,Carménère,3.9,"₩47,000",47000.0,oaky,black fruit,0.8623529770359795,0.3418858715115002,0.18467890162648645,0.43051192028622065,https://www.vivino.com/escudo-rojo-carmenere-reserva/w/2913781?year=2018&price_id=21493678,https://images.vivino.com/thumbs/5dJ9BHBSRw2RIa89-fmpQA_pb_x600.png,Escudo Rojo/Carménère Reserva 2018,344
Finca Villacreces,Ribera del Duero 2012,스페인,Ribera del Duero,Red wine,Blend,3.9,"₩150,000",150000.0,oaky,black fruit,0.7606920129364145,0.6723385567186547,0.16136658929038292,0.6629671983147758,https://www.vivino.com/finca-villacreces-ribera-del-duero/w/96045?year=2012&price_id=23467408,https://images.vivino.com/thumbs/wC4ir1OYR-CNZqFhgx3KoA_pb_x600.png,Finca Villacreces/Ribera del Duero 2012,353
Montes,Montes Alpha Cabernet Sauvignon 2007,칠레,Colchagua Valley,Red wine,Cabernet Sauvignon,3.9,"₩43,436",43436.0,oaky,black fruit,0.8605886445537838,0.5754718510473051,0.2033543807388511,0.44263349717457456,https://www.vivino.com/montes-montes-alpha-cabernet-sauvignon/w/71294?year=2007&price_id=14650382,https://images.vivino.com/thumbs/r2DVop4gRG2FdzVVrZP1Ig_pb_x600.png,Montes/Montes Alpha Cabernet Sauvignon 2007,588
BenMarco,Malbec 2019,아르헨티나,Uco Valley,Red wine,Malbec,3.9,"₩50,000",50000.0,black fruit,oaky,0.7344015618199968,0.2658016862402383,0.396124319656481,0.3316668338516066,https://www.vivino.com/benmarco-malbec/w/86730?year=2019&price_id=25359753,https://images.vivino.com/thumbs/6DTwx9f6SMe09bq7dB-CZQ_pb_x600.png,BenMarco/Malbec 2019,92
Rhiannon,Red Blend 2016,미국,California,Red wine,Petite Sirah,3.9,"₩60,000",60000.0,oaky,red fruit,1.0,0.5580494318039468,0.38767498791820826,0.6885357942956498,https://www.vivino.com/rhiannon-red-blend/w/2424371?year=2016&price_id=24530233,https://images.vivino.com/thumbs/7cflqMfATUeb8FKLqaIEjQ_pb_x600.png,Rhiannon/Red Blend 2016,709
Kendall-Jackson,Grand Reserve Cabernet Sauvignon 2014,미국,Sonoma County,Red wine,Cabernet Sauvignon,3.9,"₩176,000",176000.0,oaky,black fruit,1.0,0.6241859491769961,0.11483941120081126,0.44435884575517437,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2014&price_id=23467489,https://images.vivino.com/thumbs/y35eEPuaQJuA0Ly5A3OMrw_pb_x600.png,Kendall-Jackson/Grand Reserve Cabernet Sauvignon 2014,472
Louis Latour,Marsannay Rouge 2017,프랑스,Marsannay,Red wine,Pinot Noir,3.9,"₩70,000",70000.0,red fruit,earthy,0.43086048961427886,0.3061862704498261,0.00502047962732624,0.8266064800882735,https://www.vivino.com/louis-latour-marsannay-rouge/w/7309?year=2017&price_id=21493590,https://images.vivino.com/thumbs/0kwqFZPxTACRuYIW_qEJLA_pb_x600.png,Louis Latour/Marsannay Rouge 2017,491
BenMarco,Malbec 2015,아르헨티나,Uco Valley,Red wine,Malbec,3.9,"₩50,000",50000.0,black fruit,oaky,0.7344015618199968,0.2658016862402383,0.396124319656481,0.3316668338516066,https://www.vivino.com/benmarco-malbec/w/86730?year=2015&price_id=25359750,https://images.vivino.com/thumbs/LEzF-JHmTtaOQ6G-r5pKNA_pb_x600.png,BenMarco/Malbec 2015,89
Martin Ray,Napa Valley Cabernet Sauvignon 2017,미국,Napa Valley,Red wine,Cabernet Sauvignon,3.9,"₩60,000",60000.0,oaky,black fruit,0.971782063075076,0.6015907426265674,0.12785249122584633,0.5703240044136825,https://www.vivino.com/us-martin-ray-napa-valley-cabernet-sauvignon/w/1115609?year=2017&price_id=25660917,https://images.vivino.com/thumbs/KCYkzdYnTSe-nLZR4soSmw_pb_x600.png,Martin Ray/Napa Valley Cabernet Sauvignon 2017,528
Errazuriz,Aconcagua Alto Cabernet Sauvignon 2016,칠레,Aconcagua,Red wine,Cabernet Sauvignon,3.9,"₩100,000",100000.0,oaky,black fruit,0.8183041084410598,0.5659206161364436,0.25928119280955136,0.5065757180593172,https://www.vivino.com/errazuriz-aconcagua-alto-cabernet-sauvignon-aconchagua-red-wine/w/4343753?year=2016&price_id=23466026,https://images.vivino.com/thumbs/yMBeMgjsQCK0X5ILplH_lg_pb_x600.png,Errazuriz/Aconcagua Alto Cabernet Sauvignon 2016,340
Beaulieu Vineyard (BV),Rutherford Cabernet Sauvignon 2012,미국,Rutherford,Red wine,Cabernet Sauvignon,3.9,"₩180,000",180000.0,oaky,black fruit,1.0,0.6239472051474391,0.16561304199710036,0.5717992443240713,https://www.vivino.com/beaulieu-vineyard-rutherford-cabernet-sauvignon/w/1519914?year=2012&price_id=23868203,https://images.vivino.com/thumbs/ACju0AkpThePMRA5_VFHUw_pb_x600.png,Beaulieu Vineyard (BV)/Rutherford Cabernet Sauvignon 2012,83
Finca Villacreces,Ribera del Duero 2011,스페인,Ribera del Duero,Red wine,Tempranillo,3.9,"₩150,000",150000.0,oaky,black fruit,0.7606920129364145,0.6723385567186547,0.16136658929038292,0.6629671983147758,https://www.vivino.com/finca-villacreces-ribera-del-duero/w/96045?year=2011&price_id=23467407,https://images.vivino.com/thumbs/wC4ir1OYR-CNZqFhgx3KoA_pb_x600.png,Finca Villacreces/Ribera del Duero 2011,352
Renacer,Punto Final Reserva Malbec 2010,아르헨티나,Mendoza,Red wine,Malbec,3.9,"₩55,402",55402.0,oaky,black fruit,0.7129121186622995,0.3222528594018725,0.4338789285629402,0.36385996589427216,https://www.vivino.com/renacer-punto-final-reserva-malbec/w/86838?year=2010&price_id=2754522,https://images.vivino.com/thumbs/mJ9uq0yhT8uSOo9TZ1U_Pg_pb_x600.png,Renacer/Punto Final Reserva Malbec 2010,706
Pago Los Balancines,Huno Blend 2014,스페인,Ribera del Guadiana,Red wine,Blend,3.9,"₩47,868",47868.0,oaky,black fruit,0.7584723688459102,0.5363753056144637,0.4219951989732458,0.4529387768749791,https://www.vivino.com/pago-los-balancines-huno-blend/w/1596484?year=2014&price_id=15592205,https://images.vivino.com/thumbs/UJZkSwOSQwy9IgP9x4Uvjw_pb_x600.png,Pago Los Balancines/Huno Blend 2014,616
Martin Ray,Sonoma Coast Pinot Noir 2019,미국,Sonoma Coast,Red wine,Pinot Noir,3.9,"₩60,000",60000.0,red fruit,oaky,0.4253056879929143,0.15345640931926996,0.15118262915633443,0.552741498645802,https://www.vivino.com/us-martin-ray-sonoma-coast-pinot-noir/w/10779?year=2019&price_id=25660930,https://images.vivino.com/thumbs/4FGMeYGkSuykqqjCnjVTQQ_pb_x600.png,Martin Ray/Sonoma Coast Pinot Noir 2019,531
Tabali,Reserva Especial Syrah 2012,칠레,Limarí Valley,Red wine,Shiraz/Syrah,3.9,"₩47,868",47868.0,black fruit,oaky,1.0,0.413367602435189,0.15430646554114544,0.1736369411843381,https://www.vivino.com/tabali-reserva-especial-syrah/w/779333?year=2012&price_id=16741797,https://images.vivino.com/thumbs/_USx0oqZTBmaYIEr7pNjOA_pb_x600.png,Tabali/Reserva Especial Syrah 2012,769
Michele Chiarlo,Tortoniano Barolo 2009,이탈리아,Barolo,Red wine,Nebbiolo,3.9,"₩110,805",110805.0,earthy,red fruit,0.6902692194302205,0.9326137607932196,0.041326659958961516,0.9896131340488847,https://www.vivino.com/michele-chiarlo-tortoniano-barolo/w/1167880?year=2009&price_id=7953634,https://images.vivino.com/thumbs/r8GL--VeTOiGD0FMv90AKw_pb_x600.png,Michele Chiarlo/Tortoniano Barolo 2009,577
Chateau Cissac,Haut-Medoc 2016,프랑스,Haut-Médoc,Red wine,Blend,3.9,"₩66,483",66483.0,oaky,black fruit,0.8600789485033716,0.9351441527608092,0.07234656124478106,0.8359260373825527,https://www.vivino.com/chateau-cissac-haut-medoc/w/1101362?year=2016&price_id=27993873,https://images.vivino.com/thumbs/jok9tx1TShedETCw7al5PQ_pb_x600.png,Château Cissac/Haut-Médoc 2016,197
